ime,cena,kolicina,procent_alkohola,cena_na_enoto
Bowmore 15 Year Old + 2 Glasses Set,66.95,70,0.43,95.64 per litre
 Linkwood 15 Year Old,66.95,70,0.43,95.64 per litre
Edradour 12 Year Old Caledonia Selection Glass Pack,67.75,70,0.46,96.79 per litre
 Oban Bay Reserve,57.95,70,0.43,82.79 per litre
Dalmore 15 Year Old,67.95,70,0.4,97.07 per litre
Ardbeg Corryvreckan,67.95,70,0.57,97.07 per litre
Old Pulteney 15 Year Old,67.95,70,0.46,97.07 per litre
 Dalwhinnie 2004,67.95,70,0.43,97.07 per litre
 Tomintoul 15 Year Old,68.75,70,0.46,98.21 per litre
Glenfiddich 18 Year Old,68.95,70,0.4,98.50 per litre
The Deveron 18 Year Old,68.95,70,0.4,98.50 per litre
Laphroaig Lore,68.95,70,0.48,98.50 per litre
 Tomatin 2011,69.95,70,0.57,99.93 per litre
 Glen Moray 8 Year Old,69.95,75,0.43,93.27 per litre
 Macallan 12 Year Old,69.95,70,0.4,99.93 per litre
 Glen Garioch 1997,69.95,70,0.57,99.93 per litre
 Bunnahabhain Eirigh Na Greine,69.95,100,0.46,
